Hole_Depth,Rotary_RPM,Differential_Pressure,Total_Pump_Output,Weight_on_Bit,Rotary_Torque,Standpipe_Pressure,Flow,Rate_Of_Penetration
203.02,0,257.3,355,41192.2027,101.891,1069,49,0
203.02,0,281.8,349,41192.2027,101.891,1093,49,0
203.02,0,277.5,355,41192.2027,101.891,1089,49,0
203.02,0,272.6,355,41192.2027,101.891,1084,49,0
203.02,0,332.9,352,41245.2576,101.891,1144,49,0
203.02,0,300.6,352,41245.2576,101.891,1112,49,0
203.02,0,274.5,349,41245.2576,101.891,1086,49,0
203.02,0,213.5,352,41192.2027,101.891,1025,49,0
203.02,0,42.7,352,41245.2576,101.891,854,49,0
203.02,0,35.1,355,41192.2027,101.891,847,49,0
203.02,0,34.9,352,41245.2576,101.891,846,49,0
203.02,0,33,349,41192.2027,101.891,845,49,0
203.02,0,36.9,355,41245.2576,101.891,848,49,0
203.02,0,47.4,355,41245.2576,101.891,859,49,0
203.02,0,58.7,352,41245.2576,101.891,870,49,0
203.02,0,67,352,41245.2576,101.891,879,49,0
203.02,0,73.6,355,41245.2576,101.891,885,49,0
203.02,0,69.9,355,41192.2027,101.891,881,49,0
203.02,0,82.8,355,41245.2576,101.891,894,49,0
203.02,0,128.5,352,41245.2576,101.891,940,49,0
203.02,0,127.4,352,41245.2576,101.891,939,49,0
203.02,0,111.9,355,41245.2576,101.891,923,49,0
203.02,0,115.8,352,41192.2027,101.891,927,49,0
203.02,0,118.8,355,41192.2027,101.891,930,49,0
203.02,0,117.7,355,41192.2027,101.891,929,49,0
203.02,0,121.5,352,41192.2027,101.891,933,49,0
203.02,0,169.3,352,41192.2027,101.891,981,49,0
203.02,0,170.5,355,41192.2027,101.891,982,49,0
203.02,0,170.4,352,41192.2027,101.891,982,49,0
203.02,0,204.2,355,41192.2027,101.891,1016,49,0
203.02,0,228.3,352,41192.2027,101.891,1040,49,0
203.02,0,228.7,352,41245.2576,101.891,1040,49,0
203.02,0,221.2,349,41192.2027,101.891,1033,49,0
203.02,0,252.8,349,41192.2027,101.891,1064,49,0
203.02,0,260.5,352,41192.2027,101.891,1072,49,0
203.02,0,288.5,352,41245.2576,101.891,1100,49,0
203.02,0,382.3,352,41192.2027,101.891,1194,49,0
203.02,0,400.4,355,41192.2027,101.891,1212,49,0
203.02,0,407,352,41245.2576,101.891,1219,49,0
203.02,0,530.6,352,41192.2027,101.891,1342,49,0
203.02,0,548.7,352,41245.2576,101.891,1360,49,0
203.02,0,393.2,352,41192.2027,101.891,1205,49,0
203.02,0,311.4,355,41192.2027,101.891,1123,49,0
203.02,0,287,355,41192.2027,101.891,1099,49,0
203.02,0,231.9,352,41192.2027,101.891,1043,49,0
203.02,0,230.3,352,41192.2027,101.891,1042,49,0
203.02,0,232,352,41192.2027,101.891,1044,49,0
203.02,0,177,352,41192.2027,101.891,989,49,0
203.02,0,169.3,355,41192.2027,101.891,981,49,0
203.02,0,208.2,355,41192.2027,101.891,1020,49,0
203.02,0,233.4,352,41192.2027,101.891,1045,49,0
203.02,0,234.1,355,41192.2027,101.891,1046,49,0
203.02,0,229.4,355,41192.2027,101.891,1041,49,0
203.02,0,199.8,355,41139.3726,101.891,1011,49,0
203.02,0,117.9,355,41192.2027,101.891,929,49,0
203.02,0,127.6,355,41139.3726,101.891,939,49,0
203.02,0,128.8,355,41139.3726,101.891,940,49,0
203.02,0,149.4,349,41086.3176,101.891,961,49,0
203.02,0,155.1,352,41086.3176,101.891,967,49,0
203.02,0,154.8,352,41139.3726,101.891,966,49,0
203.02,0,235.4,352,41086.3176,101.891,1047,49,0
203.02,0,238.3,352,41086.3176,101.891,1050,49,0
203.02,0,222.6,352,41086.3176,101.891,1034,49,0
203.02,0,209.6,349,41086.3176,101.891,1021,49,0
203.02,0,198,352,41033.2627,101.891,1010,49,0
203.02,0,210.9,355,41086.3176,101.891,1022,49,0
203.02,0,198.7,352,41086.3176,101.891,1010,49,0
203.02,0,199.2,355,41139.3726,101.891,1011,49,0
203.02,0,198.1,355,40927.1529,101.891,1010,49,0
203.02,0,190.9,355,41033.2627,101.891,1002,49,0
203.02,0,180.8,355,41033.2627,101.891,992,49,0
203.02,0,170.1,352,41033.2627,101.891,982,49,0
203.02,0,164.3,358,41033.2627,101.891,976,49,0
203.02,0,154.1,355,41033.2627,101.891,966,49,0
203.02,0,156.7,352,41033.2627,101.891,968,49,0
203.02,0,164.3,355,40927.1529,101.891,976,49,0
203.02,0,163.9,352,41139.3726,101.891,975,49,0
203.02,0,216.3,349,41033.2627,101.891,1028,49,0
203.02,0,249.3,349,41086.3176,101.891,1061,49,0
203.02,0,263.6,352,40980.2078,101.891,1075,49,0
203.02,0,264.1,355,40927.1529,101.891,1076,49,0
203.02,0,342.2,352,41033.2627,101.891,1154,49,0
203.02,0,472,349,41086.3176,101.891,1284,49,0
203.02,0,545.7,352,41033.2627,101.891,1357,49,0
203.02,0,542.7,352,41192.2027,101.891,1354,49,0
203.02,0,255.3,355,41033.2627,101.891,1067,49,0
203.02,0,411.6,352,40927.1529,101.891,1223,49,0
203.02,0,399.5,355,40980.2078,101.891,1211,49,0
203.02,0,391.4,352,41033.2627,101.891,1203,49,0
203.02,0,392.4,352,40927.1529,101.891,1204,49,0
203.02,0,387.7,355,40927.1529,101.891,1199,49,0
203.02,0,383.6,352,40927.1529,101.891,1195,49,0
203.02,0,376.8,355,41033.2627,101.891,1188,49,0
203.02,0,379.1,352,40927.1529,101.891,1191,49,0
203.02,0,379.8,355,41033.2627,101.891,1191,50,0
203.02,0,361.8,355,41033.2627,101.891,1173,50,0
203.02,0,342.8,355,41033.2627,101.891,1154,51,0
203.02,0,374.2,349,41033.2627,101.891,1186,51,0
203.02,0,378,349,41139.3726,101.891,1190,52,0
203.02,0,370.3,352,41033.2627,101.891,1182,53,0
203.02,0,356.7,355,41086.3176,101.891,1168,53,0
203.02,0,365.2,352,41033.2627,101.891,1177,54,0
203.02,0,353.4,355,41086.3176,101.891,1165,54,0
203.02,0,357.9,355,40927.1529,101.891,1169,55,0
203.02,0,332.5,349,41086.3176,101.891,1144,55,0
203.02,0,290.7,352,40980.2078,101.891,1102,55,0
203.02,0,250.3,352,41086.3176,101.891,1062,56,0
203.02,0,265.1,355,41139.3726,101.891,1077,56,0
203.02,0,275.7,355,41033.2627,101.891,1087,56,0
203.02,0,281.7,355,41033.2627,101.891,1093,56,0
203.02,0,271.9,355,41086.3176,101.891,1084,56,0
203.02,0,230.7,352,41033.2627,101.891,1042,56,0
203.02,0,209.4,352,41033.2627,101.891,1021,56,0
203.02,0,190.1,355,41139.3726,101.891,1002,56,0
203.02,0,190.1,355,41139.3726,101.891,1002,56,0
203.02,0,168.3,352,41139.3726,101.891,980,56,0
203.02,0,168.6,355,41086.3176,101.891,980,56,0
203.02,0,167.4,355,41086.3176,101.891,979,56,0
203.02,0,172.9,352,41139.3726,101.891,984,56,0
203.02,0,189.3,355,41139.3726,101.891,1001,56,0
203.02,0,214,355,41086.3176,101.891,1026,56,0
203.02,0,222.8,355,41033.2627,101.891,1034,56,0
203.02,0,236.1,352,41033.2627,101.891,1048,56,0
203.02,0,235.5,355,41033.2627,101.891,1047,56,0
203.02,0,217,352,41033.2627,101.891,1029,56,0
203.02,0,222.8,355,41033.2627,101.891,1034,56,0
203.02,0,222.4,355,41086.3176,101.891,1034,56,0
203.02,0,188,355,41192.2027,101.891,1000,56,0
203.02,0,189.9,352,41139.3726,101.891,1001,56,0
203.02,0,178.6,352,41192.2027,101.891,990,56,0
203.02,0,163.3,352,41192.2027,101.891,975,56,0
203.02,0,176.6,355,41192.2027,101.891,988,56,0
203.02,0,178.5,352,41192.2027,101.891,990,56,0
203.02,0,175.8,352,41192.2027,101.891,987,56,0
203.02,0,165.4,355,41192.2027,101.891,977,56,0
203.02,0,161.7,355,41245.2576,101.891,973,56,0
203.02,0,175.8,355,41245.2576,101.891,987,56,0
203.02,0,179.5,352,41245.2576,101.891,991,56,0
203.02,0,175.5,352,41192.2027,101.891,987,56,0
203.02,0,172.2,355,41192.2027,101.891,984,56,0
203.02,0,175.9,352,41192.2027,101.891,987,56,0
203.02,0,202.7,355,41192.2027,101.891,1014,56,0
203.02,0,192.9,352,41192.2027,101.891,1004,56,0
203.02,0,163.8,355,41192.2027,101.891,975,56,0
203.02,0,111.1,308,41192.2027,101.891,923,56,0
203.02,0,0,308,41192.2027,101.891,791,56,0
203.02,0,0,308,41192.2027,101.891,794,56,0
203.02,0,0,308,41192.2027,101.891,807,56,0
203.02,0,0,308,41192.2027,101.891,808,56,0
203.02,0,12,308,41192.2027,101.891,824,56,0
203.02,0,1,308,41192.2027,101.891,813,56,0
203.02,0,0,308,41139.3726,101.891,808,56,0
203.02,0,0,308,41139.3726,101.891,799,56,0
203.02,0,9,308,41192.2027,101.891,821,56,0
203.02,0,14.8,308,41139.3726,101.891,826,56,0
203.02,0,9.2,308,41192.2027,101.891,821,56,0
203.02,0,9.8,308,41192.2027,101.891,821,56,0
203.02,0,28.8,308,41139.3726,101.891,840,56,0
203.02,0,30.9,308,41192.2027,101.891,842,56,0
203.02,0,14.1,308,41192.2027,101.891,826,56,0
203.02,0,8.4,308,41192.2027,101.891,820,56,0
203.02,0,19.6,308,41192.2027,101.891,831,56,0
203.02,0,37.8,308,41139.3726,101.891,849,56,0
203.02,0,66.5,308,41192.2027,101.891,878,56,0
203.02,0,151.7,308,41192.2027,101.891,963,56,0
203.02,0,259.8,308,41192.2027,101.891,1071,56,0
203.02,0,205.8,308,41192.2027,101.891,1017,56,0
203.02,0,73.9,308,41192.2027,101.891,885,56,0
203.02,0,0,138,41192.2027,101.891,597,56,0
203.02,0,0,126,41192.2027,101.891,203,56,0
203.02,0,0,126,41192.2027,101.891,224,56,0
203.02,0,0,126,41192.2027,101.891,189,56,0
203.02,0,0,79,41245.2576,101.891,21,56,0
203.02,0,0,148,41192.2027,101.891,222,56,0
203.02,0,0,129,41192.2027,101.891,232,56,0
203.02,0,0,126,41192.2027,101.891,190,56,0
203.02,0,0,242,41192.2027,101.891,285,56,0
203.02,0,0,289,41192.2027,101.891,609,56,0
203.02,0,0,292,41192.2027,101.891,655,56,0
203.02,0,0,289,41192.2027,101.891,656,56,0
203.02,0,0,292,41192.2027,101.891,658,56,0
203.02,0,0,289,41192.2027,101.891,658,56,0
203.02,0,0,289,41192.2027,101.891,658,56,0
203.02,0,0,289,41192.2027,101.891,658,56,0
203.02,0,0,292,41192.2027,101.891,660,56,0
203.02,0,0,292,41192.2027,101.891,660,56,0
203.02,0,0,289,41192.2027,101.891,659,56,0
203.02,0,0,318,41192.2027,101.891,749,56,0
203.02,0,0,318,41192.2027,101.891,773,56,0
203.02,0,33.5,318,41192.2027,101.891,845,56,0
203.02,0,40.7,318,41192.2027,101.891,852,56,0
203.02,0,56.2,318,41192.2027,101.891,868,56,0
203.02,0,77.2,318,41245.2576,101.891,889,56,0
203.02,0,97.1,318,41245.2576,101.891,909,56,0
203.02,0,97.2,318,41245.2576,101.891,909,56,0
203.02,0,84.7,318,41245.2576,101.891,896,56,0
203.02,0,75.6,318,41245.2576,101.891,887,56,0
203.02,0,0,160,41192.2027,101.891,747,56,0
203.02,0,0,126,41245.2576,99.77,168,56,0
203.02,0,0,126,41563.3623,99.77,166,56,0
203.02,0,0,79,41563.3623,101.891,64,56,0
203.02,0,0,151,41192.2027,101.891,214,56,0
203.02,0,0,129,41192.2027,101.891,192,56,0
203.02,0,0,126,41351.3675,101.891,174,55,0
203.02,0,0,126,41351.3675,101.891,169,55,0
203.02,0,0,126,41351.3675,101.891,165,55,0
203.02,0,0,273,41192.2027,101.891,435,55,0
203.02,0,0,302,41192.2027,101.891,675,56,0
203.02,0,0,308,41192.2027,101.891,784,56,0
203.02,0,56.6,311,41245.2576,101.891,868,56,0
203.02,0,57.7,311,41245.2576,101.891,869,56,0
203.02,0,60.6,308,41245.2576,101.891,872,56,0
203.02,0,75.2,308,41245.2576,101.891,887,56,0
203.02,0,118.9,308,41192.2027,101.891,930,56,0
203.02,0,124,308,41192.2027,101.891,936,56,0
203.02,0,124.6,311,41192.2027,101.891,936,56,0
203.02,0,125.7,311,41192.2027,101.891,937,56,0
203.02,0,0,308,41192.2027,101.891,928,56,0
203.02,0,0,311,41245.2576,101.891,926,56,0
203.02,0,0,308,41192.2027,101.891,917,56,0
203.02,0,0,308,41245.2576,101.891,916,56,0
203.02,0,0,311,41245.2576,101.891,929,56,0
203.02,0,9,308,41192.2027,101.891,946,56,0
203.02,0,78.7,308,41192.2027,101.891,1016,56,0
203.02,0,93.9,308,41192.2027,101.891,1031,56,0
203.02,0,89.3,308,41192.2027,101.891,1027,56,0
203.02,0,83.5,308,41192.2027,101.891,1021,56,0
203.02,0,70.1,311,41192.2027,101.891,1007,56,0
203.02,0,0,308,41245.2576,101.891,918,56,0
203.02,0,13,308,41245.2576,101.891,950,56,0
203.02,0,0,311,41245.2576,104.012,918,56,0
203.02,0,0,308,41192.2027,101.891,922,56,0
203.02,0,0,308,41192.2027,104.012,920,56,0
203.02,0,1,308,41192.2027,101.891,938,56,0
203.02,0,18.8,311,41192.2027,101.891,956,56,0
203.02,0,22.6,311,41192.2027,101.891,960,56,0
203.02,0,7.3,311,41192.2027,104.012,945,56,0
203.02,0,465.2,318,41192.2027,104.012,1402,65,0
203.02,0,276.4,311,41192.2027,101.891,1214,74,0
203.02,0,0,311,41192.2027,101.891,772,74,0
203.02,0,210.5,308,41192.2027,104.012,1148,74,0
203.02,0,218,308,41245.2576,104.012,1155,82,0
203.02,0,277.4,308,41192.2027,104.012,1215,83,0
203.02,0,295.2,308,41245.2576,101.891,1232,83,0
203.02,0,253.6,308,41192.2027,101.891,1191,83,0
203.02,0,250.8,308,41192.2027,104.012,1188,89,0
203.02,0,246.2,308,41192.2027,104.012,1183,92,0
203.02,0,271.8,308,41192.2027,104.012,1209,92,0
203.02,0,299.7,311,41192.2027,104.012,1237,92,0
203.02,0,319.1,314,41192.2027,104.012,1256,92,0
